Name,Title,aiconalt,View,State,View1,asizebase
Amazon Customer,Good product,5.0 out of 5 stars,"Reviewed in India on January 16, 2021",Verified Purchase,This mixer is worth for money and the life is very good.,One person found this helpful
Pradeep From Bangaloree,Received item with only 1 terminal for the plug.,1.0 out of 5 stars,"Reviewed in India on December 24, 2020",Verified Purchase,Received item with only 1 terminal for the plug.,
Venkateswaran T,Very good,4.0 out of 5 stars,"Reviewed in India on September 13, 2021",Verified Purchase,Very good,
Sharan,"Worst product, dont even think of buying this",1.0 out of 5 stars,"Reviewed in India on July 31, 2020",Verified Purchase,"It overheats, every time shows overload. jars are leaking. worst product ever I experienced",
Shrey Dhaundiyal,Good Indian Brand,4.0 out of 5 stars,"Reviewed in India on August 28, 2020",Verified Purchase,"Good to see an Indian brand better than many famous names.
Good quality material used, clean design , simple and attractive.
Don't know about service coz it's my first product of Preethi.",
Pradeep kumar,Happy with the Product,4.0 out of 5 stars,"Reviewed in India on July 12, 2019",Verified Purchase,Brought last month. Delivered one day before. Everything as explained. Working excellent condition so far.,
Madhu,Don't buy,3.0 out of 5 stars,"Reviewed in India on February 4, 2019",Verified Purchase,Looks good.. unhappy with jar lid material.. gasket of small jar lid was so bad tht it leaked and messed up the kitchen.. additional to this only after few usage small jar lid broke.. unhappy with the Preethi product..?,
Rajneesh Srivastava,Cheap quality Jar,1.0 out of 5 stars,"Reviewed in India on September 18, 2020",Verified Purchase,"One of the Jar star making sound after 5-6 uses. This is absolutely disaster!
I bought this by paying 4000 and not even worth of 1500 Bajaj mixer and grinder.
Pls before buying this think twice",
Arun Gupta,Two Stars,2.0 out of 5 stars,"Reviewed in India on January 22, 2018",Verified Purchase,"The mixer does not grind well, leaves coarse pieces with dry and wet grinding. Thinking of junking it",2 people found this helpful
Devendher macha,Good one to go,4.0 out of 5 stars,"Reviewed in India on August 6, 2021",Verified Purchase,Product was good with the best quality🤗  .....  but coming to noise level it's high 😫,
Rajeshwari S,Good.,5.0 out of 5 stars,"Reviewed in India on January 31, 2019",Verified Purchase,"This seems to be a good mixer. I’ve used it for few months now. Overall, a good buy.",One person found this helpful
Amazon Customer,Medium quality,4.0 out of 5 stars,"Reviewed in India on September 3, 2018",Verified Purchase,Ibuy a preeti mixer 3years back it is best quality sill i buy 2 month back quality is different to compare matirail also difference t,
Nalli Bhanu,Excellent product,5.0 out of 5 stars,"Reviewed in India on July 20, 2019",Verified Purchase,It's very good product. I would recommend best product with best price,One person found this helpful
Vipin,Very bad product. Working stopped.,1.0 out of 5 stars,"Reviewed in India on May 26, 2022",Verified Purchase,Bad product. Please don’t buy,
siddarth,Ok Product,3.0 out of 5 stars,"Reviewed in India on October 7, 2019",Verified Purchase,The product is good. However makes lot of noise. It worked perfectly for one and half years and then one day it got burnt. Sold it and brought a new one not of this brand.,
Aravind,"For this price, it's all I expected and a bit more.",5.0 out of 5 stars,"Reviewed in India on January 20, 2019",Verified Purchase,"Does the job perfectly... And I don't buy the reviews about it making noise. Every mixer makes noise... It's not an air-conditioner, c'mon!",One person found this helpful
Guruprasad,Supreme quality,5.0 out of 5 stars,"Reviewed in India on January 11, 2020",Verified Purchase,Jar quality is very good.. Very less noise..,One person found this helpful
MANJUNATH B DESAI,good,5.0 out of 5 stars,"Reviewed in India on September 8, 2020",Verified Purchase,good,One person found this helpful
Susmita Das,Good quality,4.0 out of 5 stars,"Reviewed in India on April 15, 2021",Verified Purchase,Good quality,One person found this helpful
Vinitha,Good,3.0 out of 5 stars,"Reviewed in India on April 1, 2021",Verified Purchase,"3 jar is only one blade mechanism
So think and buy it",
ALOKE CHOUDHARY,It's a faulty instruments and needs replacement.,2.0 out of 5 stars,"Reviewed in India on December 30, 2020",Verified Purchase,"The wheel on which the instruments (grinnder or mixer rotates, comes out frequently disrupting the function again and again. This is a serious problem and must be taken care.",
Rajanaik B,Go for it,5.0 out of 5 stars,"Reviewed in India on May 25, 2020",Verified Purchase,Very good nice,One person found this helpful
PON SIVALINGAM,A popular 750 W mixer grinder,5.0 out of 5 stars,"Reviewed in India on November 3, 2019",Verified Purchase,A popular brand provided with 750w motor meets the heavy grinding purpose. Three jars saves the money and unnecessary addition of too many jars seldom used,One person found this helpful
Ranjish OR,duplicate dont buy,1.0 out of 5 stars,"Reviewed in India on March 11, 2019",Verified Purchase,duplicate product. we dont expect this from amazon . its high heat when use 2 to 3 min . and voltage cut off when we use more than 5 min,One person found this helpful
K,Mixer overload protector is on every time I m very disappointed,2.0 out of 5 stars,"Reviewed in India on October 7, 2021",Verified Purchase,I bought in July 2021 after using two months each time when operating mixi ...the mixer overload protector is on so I m very disappointed about this product...,
awzome product.......,Soooper,5.0 out of 5 stars,"Reviewed in India on January 27, 2021",Verified Purchase,"Awzome product
Very smooth
Heavy power",One person found this helpful
G Suresh Kumar,Good,3.0 out of 5 stars,"Reviewed in India on January 13, 2022",Verified Purchase,Good,
Sujath,Damaged product,1.0 out of 5 stars,"Reviewed in India on July 19, 2019",Verified Purchase,The mixer grinder started heating and smoke appeared.  Even the container started leaking. Not sure if this was an old piece.,
Sunil K.,Preethi WAS a good. Product quality not so good as it was before.,2.0 out of 5 stars,"Reviewed in India on March 13, 2020",Verified Purchase,Quality has decreased. Jars are very tight and can't open. Handles of steel jars are made if poor plastic and screws need to be tight every 5 days.,
Hareesh Viswanath,Nice,4.0 out of 5 stars,"Reviewed in India on November 14, 2018",Verified Purchase,"Good one, i purchased it on 19th June 2018. Not much noisy. Simply working good. Quality also good. I suggest to every one.",
Ranga,Good value for Money,4.0 out of 5 stars,"Reviewed in India on September 9, 2020",Verified Purchase,It's easy to use and maintain. Versatile and is value for money.,
Taj,Jat gets struck after grinding,3.0 out of 5 stars,"Reviewed in India on June 17, 2020",Verified Purchase,The jar gets struck and not easy to take out after grinding. Need 4 hands to take it out.,
~Priya,Ok,3.0 out of 5 stars,"Reviewed in India on June 11, 2021",Verified Purchase,Not grinding properly in big cup. Also batter will become very hot after normal grinding.,
SRP,Great product from preethi,4.0 out of 5 stars,"Reviewed in India on May 19, 2019",Verified Purchase,"Good product, this is my second purchase from Amazon and 3 rd one in our family, no complaints for all the three. Well packed from Amazon",
Amar,Dumdar Performance,4.0 out of 5 stars,"Reviewed in India on June 10, 2022",Verified Purchase,"Sturdy ..... Fast......Rough and Tough, Heavy Duty",
Ponnamma,Sounds like a locomotive and is as powerful!,5.0 out of 5 stars,"Reviewed in India on July 5, 2018",Verified Purchase,"Perfect buy!
Very powerful, the blades in the wet jar looks weird but it takes a fraction of time to grind compared to my previous mixer. Jars made of quality steel.
The whole neighborhood would know that its idli for breakfast tomorrow.!! :-)",One person found this helpful
Sujatha Rajasekharan,Grinding Performance is not good.,1.0 out of 5 stars,"Reviewed in India on August 20, 2020",Verified Purchase,Mixie Jar bush and Blade Quality is not good. Grinding performance is not good because there is no sharpened in blade. Also Bush got damaged two Jars one by one.,
Henry Lewis,Much lower quality than I expected,1.0 out of 5 stars,"Reviewed in India on March 6, 2021",Verified Purchase,Terrible noise level. The jar fitting also not smooth. Looks like a factory reject,
Kindle Customer,Poor quality of jar,2.0 out of 5 stars,"Reviewed in India on January 30, 2021",Verified Purchase,Noise level is high and this is the middle jar status after few days of use.  Hope they cover it in warranty. However this is the quality for highly rated mixer grinder. Disappointed,
SUGUMAR S,Look and price Good,5.0 out of 5 stars,"Reviewed in India on October 28, 2019",Verified Purchase,There is no problem yet. so its working fine and looks also good so i am giving five start.,One person found this helpful
Archana,Consider this in buying,5.0 out of 5 stars,"Reviewed in India on January 22, 2020",Verified Purchase,It's very nice.. But one of the jar's lid is a little inconvenient to open. If there is an option to open it easily it would be great. But still it's very nice..,One person found this helpful
Rajender M.,Got damaged,1.0 out of 5 stars,"Reviewed in India on July 31, 2022",Verified Purchase,"After use of two months it got damaged, worst product from preethi, I request Amazon not to entertain such products.",
