Name,Title,aiconalt,View,State,View1,asizebase
Amazon Customer,Nice,4.0 out of 5 stars,"Reviewed in India on September 23, 2021",Verified Purchase,Love it,
THOMAS VARGHESE,Worth the money,4.0 out of 5 stars,"Reviewed in India on August 16, 2019",Verified Purchase,Working well,
SUNIL R S,Good,5.0 out of 5 stars,"Reviewed in India on July 14, 2019",Verified Purchase,Good,
jigisha,Great mixer,5.0 out of 5 stars,"Reviewed in India on July 24, 2020",Verified Purchase,It’s very compact Nd easy to use,
ruby,Value for money,4.0 out of 5 stars,"Reviewed in India on September 11, 2019",Verified Purchase,Good packing. Working good.,
Ashrith Jain,Go for it!,5.0 out of 5 stars,"Reviewed in India on October 10, 2019",Verified Purchase,Very good mixer grinder.,
Aaditya Mali,Bestest Product,5.0 out of 5 stars,"Reviewed in India on April 3, 2021",Verified Purchase,Overall Best Product👍👍👌,
Mamata,Very nice quality product. I am satisfied.,4.0 out of 5 stars,"Reviewed in India on October 29, 2020",Verified Purchase,Very nice quality product. I am satisfied.,
Rabeesh,Amaizing,5.0 out of 5 stars,"Reviewed in India on October 29, 2019",Verified Purchase,Amaizing product,
Kannan Damodharan,Excellent Product,5.0 out of 5 stars,"Reviewed in India on July 22, 2020",Verified Purchase,Worth the buck.,
MANISH KUMAR,Best durable product,4.0 out of 5 stars,"Reviewed in India on December 17, 2020",Verified Purchase,West mixer for home use..,
singh,Good,5.0 out of 5 stars,"Reviewed in India on August 23, 2020",Verified Purchase,"Good product.
Expensive but value for money.",
Shweta,Amazing product,5.0 out of 5 stars,"Reviewed in India on September 8, 2020",Verified Purchase,"It's a super mixer grinder... So amazing, sooo buy this product",
Sanjay Singh,Awesome,4.0 out of 5 stars,"Reviewed in India on December 15, 2021",Verified Purchase,Good product,
Kumar Raghavan,Sujatha mixer grinder is very good,5.0 out of 5 stars,"Reviewed in India on April 17, 2019",Verified Purchase,Absolutely less noise,
Pravin kumar,Good product for daily use,5.0 out of 5 stars,"Reviewed in India on March 10, 2020",Verified Purchase,Good product.,
Amazon Customer,Nice Product,4.0 out of 5 stars,"Reviewed in India on October 6, 2019",Verified Purchase,Great product does the job well much better than my old preethi  mixergrinder,
Amazon Customer,nice,5.0 out of 5 stars,"Reviewed in India on July 19, 2020",Verified Purchase,Nice,
narendra,Good Product,4.0 out of 5 stars,"Reviewed in India on June 19, 2020",Verified Purchase,Working Fine,
ABHINAV GUPTA,Good,5.0 out of 5 stars,"Reviewed in India on July 5, 2021",Verified Purchase,Very good quality,
N.V.N.Reddy,Does good job,5.0 out of 5 stars,"Reviewed in India on February 5, 2021",Verified Purchase,Easy to use,
Gali.Nageswara Rao,Good product,5.0 out of 5 stars,"Reviewed in India on July 18, 2020",Verified Purchase,We got a first class product and good product,
G RAMACHANDRAN,Value for money,5.0 out of 5 stars,"Reviewed in India on October 25, 2019",Verified Purchase,Good mixer,
santosh singh,Awesome product,5.0 out of 5 stars,"Reviewed in India on December 4, 2019",Verified Purchase,Fantastic product. Veey fine grinding within a second.,
Prakash tekade,Very nice product,5.0 out of 5 stars,"Reviewed in India on September 18, 2019",Verified Purchase,"Very nice product, quality, speed and material. I am recommend to all for purchase this item.",
avinashsouri,Worth it,4.0 out of 5 stars,"Reviewed in India on August 18, 2020",Verified Purchase,Definitely worth,
Govinda Krishna M,As a mixer it is good but not a substitute for stone grinder since the ...,4.0 out of 5 stars,"Reviewed in India on October 27, 2017",Verified Purchase,Quality material. Heavy duty motor. Over all its good comparing with other mixers,3 people found this helpful
Naresh Kumar Gautam,Good,5.0 out of 5 stars,"Reviewed in India on June 30, 2019",Verified Purchase,Good,
Amazon Customer,Powerful,5.0 out of 5 stars,"Reviewed in India on October 27, 2019",Verified Purchase,Good mixer grinder.,
Sahil Samad,Best  mixer,4.0 out of 5 stars,"Reviewed in India on November 8, 2018",Verified Purchase,Good quality,
Amazon Customer,Excellent,5.0 out of 5 stars,"Reviewed in India on November 5, 2020",Verified Purchase,Amazing.... excellent.. go for sujata,
gopal chandrakumar,We are happy.,4.0 out of 5 stars,"Reviewed in India on March 3, 2020",Verified Purchase,"Good,",
freedomhp,Sexy,5.0 out of 5 stars,"Reviewed in India on July 31, 2019",Verified Purchase,Sexy,
Tyler Durden,Very good product,5.0 out of 5 stars,"Reviewed in India on April 11, 2019",Verified Purchase,"This is one of the best buys, highly recommended.",
Vempa,Average quality,2.0 out of 5 stars,"Reviewed in India on July 4, 2019",Verified Purchase,Getting too hot quickly. Average quality.,
hari k.,Excellent,4.0 out of 5 stars,"Reviewed in India on January 11, 2022",Verified Purchase,Like,
VAIKASH,Superb,5.0 out of 5 stars,"Reviewed in India on December 12, 2020",Verified Purchase,Would recommend this one to all,
Anand jeyaraj,Good experience,5.0 out of 5 stars,"Reviewed in India on September 4, 2017",Verified Purchase,Very nice product loved it😄.Thank you amazon.,One person found this helpful
Manju Korah,Good,5.0 out of 5 stars,"Reviewed in India on May 30, 2021",Verified Purchase,Excellent product,
annu,Nice,5.0 out of 5 stars,"Reviewed in India on January 13, 2021",Verified Purchase,Nice performance. Grinds finely within minutes.,
manoj,Value for money,5.0 out of 5 stars,"Reviewed in India on February 11, 2019",Verified Purchase,"Very good grinder.
Can easily grind most of the spices
I have used many grinders before but this is the best.",
Shweta Pandey,Good quality must buy,5.0 out of 5 stars,"Reviewed in India on July 6, 2021",Verified Purchase,Good quality,
Amazon Customer,Superb performance,5.0 out of 5 stars,"Reviewed in India on October 6, 2020",Verified Purchase,There is some noise but overall performance is Amazing,
Anuj Bansal,Didn't get the gasket of blending jar,2.0 out of 5 stars,"Reviewed in India on March 24, 2021",Verified Purchase,Didn't get the gasket of the blending jar,
Sohan Lal,"King of mixer, 10 out of 10",5.0 out of 5 stars,"Reviewed in India on March 29, 2021",Verified Purchase,Awsome product,
Sai Shankar,Good,5.0 out of 5 stars,"Reviewed in India on August 20, 2020",Verified Purchase,Good product value for money,
Ravi kiran,Hassle-free functioning,5.0 out of 5 stars,"Reviewed in India on May 13, 2019",Verified Purchase,Very powerful,
Sadhna Srivastava,It's good to our expectations ang I am fully satisfied with it.,5.0 out of 5 stars,"Reviewed in India on May 1, 2019",Verified Purchase,It's a bit costly but quality is very good and can't say about durability as I purchased only one month before.,
Amazon Customer,Plastic part broken,1.0 out of 5 stars,"Reviewed in India on June 13, 2020",Verified Purchase,Broken piece received,
SACHIN R,Superb,5.0 out of 5 stars,"Reviewed in India on January 30, 2020",Verified Purchase,Nice Product👌👌👌,
Santoh,Good,4.0 out of 5 stars,"Reviewed in India on September 16, 2021",Verified Purchase,Very good product,
Shveta Gautam,Value for money,4.0 out of 5 stars,"Reviewed in India on May 27, 2021",Verified Purchase,Fast grinding,
Y V R PRASAD,working fine good product  suggest to buy,5.0 out of 5 stars,"Reviewed in India on September 4, 2020",Verified Purchase,we Are using from last one month  so far  it was working fine,
Arvind patidar,Powerful,5.0 out of 5 stars,"Reviewed in India on December 5, 2019",Verified Purchase,"Very powerfull moter and impresive look.
I like it.",
DEEPAK,Ver strong build quality,5.0 out of 5 stars,"Reviewed in India on February 17, 2021",Verified Purchase,Very good quality,
VARUN CHANDRA,Value for money,5.0 out of 5 stars,"Reviewed in India on November 4, 2019",Verified Purchase,"I am using this since last 3 months , I am very much satisfied with the product . It is value for money",
Ajay,Good product,4.0 out of 5 stars,"Reviewed in India on February 16, 2021",Verified Purchase,Product is good but chutney jar is cracked.,
R.SRIDHARAN,Super and sturdy,5.0 out of 5 stars,"Reviewed in India on May 6, 2021",Verified Purchase,Excellent product,
Neeraj Goel,Good Built Up Quality,5.0 out of 5 stars,"Reviewed in India on September 13, 2018",Verified Purchase,Very Good Product,
Akash Shukla,Osm quality,5.0 out of 5 stars,"Reviewed in India on September 26, 2021",Verified Purchase,Suparb product,
Priti srivastava,no comparision,5.0 out of 5 stars,"Reviewed in India on November 6, 2020",Verified Purchase,best in its category.,
Amazon Customer,Lovely,5.0 out of 5 stars,"Reviewed in India on July 16, 2019",Verified Purchase,Must have product,
Amazon Customer,Mixer,5.0 out of 5 stars,"Reviewed in India on November 4, 2019",Verified Purchase,This mixer makes a lot of noise .. except for that its doing well,
Ram Gopal,Awesome,5.0 out of 5 stars,"Reviewed in India on September 21, 2019",Verified Purchase,Amazing product and quality.,
Rajan,Very good quality,5.0 out of 5 stars,"Reviewed in India on April 27, 2021",Verified Purchase,Overall very good product,
M.D Umar Farooque,Good,5.0 out of 5 stars,"Reviewed in India on April 9, 2021",Verified Purchase,Good,
Goutham,Good one,5.0 out of 5 stars,"Reviewed in India on July 11, 2019",Verified Purchase,Good one,
GANAPATHIRAGAVAN,Nice product,3.0 out of 5 stars,"Reviewed in India on October 5, 2020",Verified Purchase,Very nice product.sofar no facing any issue. Great product,
nithin,Defetcive piece,1.0 out of 5 stars,"Reviewed in India on March 4, 2020",Verified Purchase,I had to return the product as it was defective.,
Ravi Gurung,Powerful,5.0 out of 5 stars,"Reviewed in India on September 12, 2021",Verified Purchase,Superb,
Riya gupta,"Very nice product, everything is good .In this appliances",5.0 out of 5 stars,"Reviewed in India on May 29, 2021",Verified Purchase,👌👌👌👌,
bhumika,Super,5.0 out of 5 stars,"Reviewed in India on December 28, 2021",Verified Purchase,Super,
Atul dayal,Good,5.0 out of 5 stars,"Reviewed in India on February 8, 2019",Verified Purchase,Good,
Shobhit,Fragile body,3.0 out of 5 stars,"Reviewed in India on November 3, 2019",Verified Purchase,Body parts are not as per mark elsewhile motor is best,
Kkapparao,Good,5.0 out of 5 stars,"Reviewed in India on December 17, 2021",Verified Purchase,Good,
Abhishek,Great value for money,5.0 out of 5 stars,"Reviewed in India on October 6, 2019",Verified Purchase,I wish if I could have given it more than 5 star,
Vicky K.,Awesome Sujata Product,5.0 out of 5 stars,"Reviewed in India on June 15, 2020",Verified Purchase,Best Product go for it...,
VIBHA PANDEY,Nice mixer grinder Sujata’s,5.0 out of 5 stars,"Reviewed in India on December 7, 2019",Verified Purchase,Excellent,
Amazon Customer,Value for money,5.0 out of 5 stars,"Reviewed in India on November 12, 2019",Verified Purchase,Good product as compared to other at Similar price.,
Rakeh Kumar,Good product,4.0 out of 5 stars,"Reviewed in India on September 16, 2020",Verified Purchase,Go for it,
anshu kumar,Sujata grinder,5.0 out of 5 stars,"Reviewed in India on April 20, 2021",Verified Purchase,Good quality,
D. Kamala,Useful and quality product,4.0 out of 5 stars,"Reviewed in India on October 31, 2020",Verified Purchase,Nice product,
Ajay Kumar,Good product,5.0 out of 5 stars,"Reviewed in India on November 5, 2019",Verified Purchase,Very good product,
Ishan,Durability,4.0 out of 5 stars,"Reviewed in India on April 30, 2020",Verified Purchase,Body is made of plastic less Durability,
Ravi Kumar Tuli,Superb,5.0 out of 5 stars,"Reviewed in India on December 5, 2019",Verified Purchase,No second thought just go for it.,
Manohar shirwadkar,Best,5.0 out of 5 stars,"Reviewed in India on June 12, 2021",Verified Purchase,Good,
AMIT SHARMA,Ok,5.0 out of 5 stars,"Reviewed in India on January 28, 2019",Verified Purchase,Best,One person found this helpful
A. Venkitachalam,Good product,5.0 out of 5 stars,"Reviewed in India on September 21, 2021",Verified Purchase,Good product,
Para Prasad,Good buy.,5.0 out of 5 stars,"Reviewed in India on March 12, 2021",Verified Purchase,Sturdy and easy to use.,
rajesh,Worthy,5.0 out of 5 stars,"Reviewed in India on November 4, 2019",Verified Purchase,Powerful,
Rekha Rao,For the price excellent product heavy duty and robust,5.0 out of 5 stars,"Reviewed in India on November 20, 2019",Verified Purchase,Excellent product no need to worry for min 10 years,
Sunny Sharma,Great product,5.0 out of 5 stars,"Reviewed in India on November 7, 2019",Verified Purchase,Very powerful motor.,
sanket bhole,For commercial purposes only,5.0 out of 5 stars,"Reviewed in India on December 19, 2020",Verified Purchase,Good product must buy,
Varnu,Excellent product.,5.0 out of 5 stars,"Reviewed in India on August 24, 2020",Verified Purchase,Wonderful product. Highly recommended.,
Amazon Customer,Very good product.,5.0 out of 5 stars,"Reviewed in India on June 15, 2020",Verified Purchase,Very good product. Value for money.,
Yash Pratap Singh,Good,5.0 out of 5 stars,"Reviewed in India on November 8, 2019",Verified Purchase,Best product.,
VINAY KANDAS,Nice product,5.0 out of 5 stars,"Reviewed in India on May 13, 2021",Verified Purchase,Nice product,
Ankita bhati,great,5.0 out of 5 stars,"Reviewed in India on March 1, 2021",Verified Purchase,allgood but the noise is loud,
Amazon Customer,Waste product,1.0 out of 5 stars,"Reviewed in India on January 25, 2020",Verified Purchase,Waste products,
preethi,Olg is gold,5.0 out of 5 stars,"Reviewed in India on July 6, 2019",Verified Purchase,"Old is gold, I bought some other company mixer too but not upto mark. But this one is really good.",
B K Chawla,Poor quality check. Grinder seal does not fit properly.,4.0 out of 5 stars,"Reviewed in India on October 7, 2019",Verified Purchase,Quality is good but not properly checked as grinder seal is not properly fitted.,
krishna k.,Amazon deduct the return charges,3.0 out of 5 stars,"Reviewed in India on November 2, 2019",Verified Purchase,One problem is with one of the jar whose sealing is not proper. Rest is fine.,
Ravi meena,Super,5.0 out of 5 stars,"Reviewed in India on November 10, 2019",Verified Purchase,Super,
L.Lakshmipathy,Sujatha mixie is good one.,5.0 out of 5 stars,"Reviewed in India on October 17, 2020",Verified Purchase,It is good.,
Mahesh,Superb,5.0 out of 5 stars,"Reviewed in India on September 9, 2019",Verified Purchase,Superb product...,
P. Venkateswara Reddy,One can buy without second thought..,4.0 out of 5 stars,"Reviewed in India on March 19, 2021",Verified Purchase,Good one to buy,
Neti S Vidhyadhar,Chutney Jar is too small,4.0 out of 5 stars,"Reviewed in India on June 24, 2020",Verified Purchase,Chutney Jar is too small,
Amazon Customer,Must have,5.0 out of 5 stars,"Reviewed in India on December 7, 2019",Verified Purchase,It just made my cookin  so easy,
