Name,Title,aiconalt,View,State,View1,asizebase
Shivaji londhe,Nice product,5.0 out of 5 stars,"Reviewed in India on July 6, 2021",Verified Purchase,Very nice product,
rohit singh lohia,easy to clean product quality done but not powerful mixi,4.0 out of 5 stars,"Reviewed in India on January 20, 2019",Verified Purchase,easy to clean product quality done but not powerful mixi,
Sarju Thakkar,Take minimal effort,4.0 out of 5 stars,"Reviewed in India on July 24, 2020",Verified Purchase,Its nice to use bajaj products,
Shilpa chander,Satisfied.,5.0 out of 5 stars,"Reviewed in India on March 17, 2019",Verified Purchase,Best Nd easy to use.  Definately purchase,
Sandip Panja,Nice product,5.0 out of 5 stars,"Reviewed in India on July 10, 2020",Verified Purchase,Nice product,
Rahul Kashyap,Good product.,5.0 out of 5 stars,"Reviewed in India on June 14, 2020",Verified Purchase,nice product.,
Rajesh Kumar Dhiani,very good mixer grinder in this price market price is 1950/- ...,5.0 out of 5 stars,"Reviewed in India on October 20, 2017",Verified Purchase,very good mixer grinder in this price market price is 1950/-  but amazon price 1699/- good . nice product bajaj mixer good speed motor . coutdown service good,One person found this helpful
Amazon Customer,Good,5.0 out of 5 stars,"Reviewed in India on June 25, 2020",Verified Purchase,Good,
Amazon Customer,Good,4.0 out of 5 stars,"Reviewed in India on July 31, 2020",Verified Purchase,Good,
nikunj karia,Good product,5.0 out of 5 stars,"Reviewed in India on March 3, 2020",Verified Purchase,Good product. Value for money.,
Amazon Customer,"It’s not working, purchase today only",1.0 out of 5 stars,"Reviewed in India on August 20, 2021",Verified Purchase,Very very worst product don’t buy this product,
vidhya G,Beautiful and wonderful products,5.0 out of 5 stars,"Reviewed in India on September 19, 2020",Verified Purchase,"I like this product, model structure very good, quality normally designed easy to clean but spatulas not received else products is very good",
Arshid,Works like a Charm,5.0 out of 5 stars,"Reviewed in India on April 4, 2019",Verified Purchase,Works perfectly...Not that much noisy....Easy to clean ...Attachments are spacious,
Athira S,Perfect product,5.0 out of 5 stars,"Reviewed in India on October 24, 2020",Verified Purchase,Good one.,
Nehal Kidwai,Worth buying,5.0 out of 5 stars,"Reviewed in India on February 14, 2019",Verified Purchase,Beat Price.... reliable Brand..hassle free,
Pinki bhatia,Awesome,5.0 out of 5 stars,"Reviewed in India on September 15, 2019",Verified Purchase,"Love the grinder,  makes kitchen life easy",
Nilam Kalita,internally damaged product,2.0 out of 5 stars,"Reviewed in India on November 30, 2015",Verified Purchase,Bakwas product ... Got Damaged ... Make too much sound and some times electricity connection losses .... Product delivered in good condition but after 2 days it start make unbearable sounds .....,
Hemang,Good product,4.0 out of 5 stars,"Reviewed in India on March 6, 2019",Verified Purchase,"Very good product, but 2 jar more noisey.
I think it's new part.",One person found this helpful
Jyotirmoy Debnath,Inadequate,1.0 out of 5 stars,"Reviewed in India on May 29, 2020",Verified Purchase,Expected 6 blades for juicer jar of 1.2L but unfortunately its 4 blades when purchasing online and no sharpness at all making it tough to blend.,
Amazon Customer,Not Good. It worked fine for first 3-4 months but ...,1.0 out of 5 stars,"Reviewed in India on May 22, 2017",Verified Purchase,Not Good. It worked fine for first 3-4 months but later all jars are not fitting into mixer. Changed Jar also but same issue again.,One person found this helpful
Amazon Customer,very nice product.,5.0 out of 5 stars,"Reviewed in India on February 10, 2020",Verified Purchase,very nice product in this price range.,
RAJ KUMAR SINGH,Poor quality Mixer Grinder.,1.0 out of 5 stars,"Reviewed in India on October 22, 2020",Verified Purchase,"Gear broken in first use, poor quality. Bajaj Customer care deny to replace part even if you use first use. Seems Manufacturing defect.",
Abhi,Good product,4.0 out of 5 stars,"Reviewed in India on June 10, 2020",Verified Purchase,"Good product, value for money
There r cheaper options available but i am happy to pay few hundred to get good product like this",
Puchka,Value for money!,5.0 out of 5 stars,"Reviewed in India on January 29, 2016",Verified Purchase,Decent for the price. I would recommend this to all who need have a budget of less than 2k. Have been using it for two months. No problems as of yet.,
Vik Rathi,Very good,5.0 out of 5 stars,"Reviewed in India on May 8, 2019",Verified Purchase,Bought this for mom. She loves it.,
Amazon Customer,Good product,5.0 out of 5 stars,"Reviewed in India on November 8, 2019",Verified Purchase,Very good product of Bajaj,
sachin sabban,Nice product,5.0 out of 5 stars,"Reviewed in India on January 21, 2022",Verified Purchase,Perfect product for daily use...,
NAYAN MONI BORA,Go for it,4.0 out of 5 stars,"Reviewed in India on August 26, 2017",Verified Purchase,A good quality product from Indian band. Im very satisfy with the product.PAISA BOSHUL,
Vijay taur,Best for this price range,5.0 out of 5 stars,"Reviewed in India on November 20, 2021",Verified Purchase,I'm using it for 6 months now . Excellent product,
Moinuddin,Useful product,5.0 out of 5 stars,"Reviewed in India on June 15, 2021",Verified Purchase,Very Useful piece of kitchen ware. Now my kitchen is complete,
Nishat,Good Product but very noisy,4.0 out of 5 stars,"Reviewed in India on April 10, 2019",Verified Purchase,I can give it 5 stars if it was less noisy.,
Ashutosh Upadhyay,Good product for the price!,5.0 out of 5 stars,"Reviewed in India on June 5, 2019",Verified Purchase,"Nice and easy to use in a compact kitchen,",
ravi teja,Jars not a good quality,3.0 out of 5 stars,"Reviewed in India on September 15, 2020",Verified Purchase,"we have received Jar's very delicate items, very poor quality",
sharada,Not good product,1.0 out of 5 stars,"Reviewed in India on April 4, 2019",Verified Purchase,"Didn't like this product as it takes a lot of time to grind wet paste, annoying sound, you have to keep operating for it to grind wet.",
Avijit,Very Good product,4.0 out of 5 stars,"Reviewed in India on November 3, 2019",Verified Purchase,Very Good product,
Vidyasagar,Thank you for this mixture,5.0 out of 5 stars,"Reviewed in India on June 15, 2020",Verified Purchase,Good product.,
Saurabh,Grinder,5.0 out of 5 stars,"Reviewed in India on October 21, 2019",Verified Purchase,Easy to Clean & Use. Best for all tough parts to grind.,
Tanmoy Sadhukhan,Two Stars,2.0 out of 5 stars,"Reviewed in India on April 1, 2017",Verified Purchase,The worst Grinder ever I used. Blades aren't such good to grind jira or garam masala. Too bad.,
Amazon Customer,Value for money,5.0 out of 5 stars,"Reviewed in India on November 5, 2019",Verified Purchase,Value for money,
ANJAN BARUA,Not reliable.,1.0 out of 5 stars,"Reviewed in India on January 17, 2021",Verified Purchase,In 3 months the mixie has gone out of order. Poor product.,
Kalyani kabra,Good,4.0 out of 5 stars,"Reviewed in India on July 28, 2020",Verified Purchase,This is nice product . I am satisfied.but I didn't received spatula with it . And it is mention on product that it is with it.,
Rupam singh,Not worth purchase,1.0 out of 5 stars,"Reviewed in India on October 18, 2019",Verified Purchase,This product is not worth a purchase. It eventually had issues of throwing up content placed within. Lots of work post spillage,
Nikhil,T,1.0 out of 5 stars,"Reviewed in India on December 26, 2021",Verified Purchase,Very very noisefull too much sound .I can't explain but I don't like this .,
ROHIT KUMAR,Good,5.0 out of 5 stars,"Reviewed in India on March 6, 2022",Verified Purchase,Good,
Emdadul,Five Stars,5.0 out of 5 stars,"Reviewed in India on February 3, 2018",Verified Purchase,"Super duper hit, keep it up Amazon, my second partner Amazon.... Thanks",
Farheen Hussain,mixer,2.0 out of 5 stars,"Reviewed in India on November 22, 2020",Verified Purchase,product was nt good it was defected,
Abdul J.,50/50 sufficient mixer grinder,4.0 out of 5 stars,"Reviewed in India on September 10, 2019",Verified Purchase,It's good not but not very powerful,
Amazon Customer,Parking,4.0 out of 5 stars,"Reviewed in India on September 30, 2021",Verified Purchase,कम से कम amazon को अपनी packing पर ध्यान देना चाहिए. Cover packing होनी चाहिए,
sudhakar,the product is not good quality,1.0 out of 5 stars,"Reviewed in India on January 28, 2021",Verified Purchase,not much good quality in frequency manner burning cable and jars don't buy this not worthy even for this price,
Tanu,Mixer makes too much noise,1.0 out of 5 stars,"Reviewed in India on August 9, 2019",Verified Purchase,It's making to much noise,
Brindaban Ojha,Nice product 👍👍,4.0 out of 5 stars,"Reviewed in India on April 3, 2021",Verified Purchase,Nice product in this price range 👍👍👍👍,
Nikhil,Received a Non functional mixer,1.0 out of 5 stars,"Reviewed in India on September 18, 2020",Verified Purchase,"Received a NON FUNCTIONAL bajaj mixer and the jar lid was Broken.
The shipping box was in very condition.",
Amazon Customer,Good choice,5.0 out of 5 stars,"Reviewed in India on October 30, 2018",Verified Purchase,Very compact one...less space is required...very good for small kitchen,
Jancy Thomas,Cheating,1.0 out of 5 stars,"Reviewed in India on July 17, 2021",Verified Purchase,"Never seen a product like this 🙂...
I think company has made it to cheat the coustomer...",
Hemnt Verma,Its a Good Deal,5.0 out of 5 stars,"Reviewed in India on January 30, 2019",Verified Purchase,"Durable to use, best in this price range.",
Mohini,Go for it,5.0 out of 5 stars,"Reviewed in India on February 1, 2021",Verified Purchase,Go for it,
S,Don't buy,2.0 out of 5 stars,"Reviewed in India on September 3, 2021",Verified Purchase,Don't buy,
Niraj chovatiya,great,5.0 out of 5 stars,"Reviewed in India on October 30, 2020",Verified Purchase,good,
Ranveer kumar,Osm mixer grinder low prices and lov this brand,5.0 out of 5 stars,"Reviewed in India on February 23, 2022",Verified Purchase,Osm product and I love this brand,
Ankit Jain,Stop working in one month,1.0 out of 5 stars,"Reviewed in India on November 21, 2021",Verified Purchase,Stop working in one month,
Basudeb Rakshit,Best in segment and in price.,5.0 out of 5 stars,"Reviewed in India on June 30, 2021",Verified Purchase,Worth buying.,
julianraj s,Super,5.0 out of 5 stars,"Reviewed in India on June 18, 2021",Verified Purchase,Really good,
Sudhansu Bhusan,Awesome product.,5.0 out of 5 stars,"Reviewed in India on June 13, 2019",Verified Purchase,Product is awesome even after using for 2 years.,
Mr. Ranjan,Four Stars,4.0 out of 5 stars,"Reviewed in India on November 12, 2014",Verified Purchase,This was awesome... Delivery time was also good. And product is very good. Do everything whatever mentioned in specification.,
Anjani Kumar Mishra,Great purchase,4.0 out of 5 stars,"Reviewed in India on January 4, 2022",Verified Purchase,Greate deal with the best quality,
Ravindra Gandhi,Works fine. Great item for the price,5.0 out of 5 stars,"Reviewed in India on January 15, 2015",Verified Purchase,Works fine.Great item for the price. Improvement can be made for noise reduction while working..it's a bit noisy. But overall a good product.,
sakhshi Priya,Can buy,4.0 out of 5 stars,"Reviewed in India on November 20, 2019",Verified Purchase,Good but not excellent,
Sonia,Duplicate jars,3.0 out of 5 stars,"Reviewed in India on March 1, 2021",Verified Purchase,"Pakage was already opened
Motor is orignal orinal Bajaj but jars are replaced to local jars",
Bikash Mishra ,Fine but produces terribly loud noise,3.0 out of 5 stars,"Reviewed in India on December 7, 2018",Verified Purchase,If I am to define this machine it would be a noise making machine rather than a grinder.. After few months of usage it started making terrible noise..,
Newesh Kumar,Bad strength of material,2.0 out of 5 stars,"Reviewed in India on May 18, 2020",Verified Purchase,The strength of the blade is very weak. It takes so much of time to crush the raw materials .,
tinku,Very good,5.0 out of 5 stars,"Reviewed in India on July 19, 2021",Verified Purchase,Overall ok,
